Discount,Total_Sales,Total_Profit,Average_Profit
2.62,120751.2,18657.29,9328.645
2.63,82764.5,25011.739999999998,12505.869999999999
2.64,121213.2,36714.100000000006,18357.050000000003
2.65,280368.0,99954.73000000001,49977.365000000005
2.66,19468.0,3941.5,3941.5
2.67,328488.75,106095.56,35365.18666666667
2.68,99266.4,30199.659999999996,15099.829999999998
2.69,4865.5,1425.87,1425.87
2.7,398930.0,113011.38,37670.46
2.71,728312.94,213499.16999999998,21349.916999999998
2.72,92416.0,33664.06,16832.03
2.73,58362.0,19978.62,6659.54
2.74,408492.0,106985.87000000001,26746.467500000002
2.75,43762.5,13128.98,3282.245
2.76,114743.2,23295.84,7765.28
2.77,320859.0,88058.46,29352.820000000003
2.78,18957.9,5591.35,1863.7833333333335
2.79,270243.8,73474.06,18368.515
2.8,22550.4,8114.22,4057.11
2.82,17492.4,4075.8900000000003,2037.9450000000002
2.83,85801.11,32032.739999999998,10677.58
2.84,8744.4,1662.8500000000001,831.4250000000001
2.85,242875.0,57137.85,19045.95
2.86,174852.0,39854.270000000004,19927.135000000002
2.87,2913.9,554.23,554.23
2.88,38848.0,10241.880000000001,5120.9400000000005
2.89,223353.0,72910.35,18227.5875
2.9,231583.5,69992.02,11665.336666666668
2.91,98643.44,35094.86,17547.43
2.92,70383.0,17002.57,8501.285
2.93,160165.5,37185.27,12395.089999999998
2.94,82501.0,24931.52,12465.76
2.95,21836.25,4857.59,2428.795
2.96,145560.0,28717.67,28717.67
2.97,15524.8,5355.1,2677.55
2.98,305613.0,70121.23000000001,23373.743333333336
2.99,65966.8,11012.87,3670.956666666667
3.0,194000.0,60412.42,20137.47333333333
3.01,90200.7,22778.09,7592.696666666667
3.02,118703.52,20874.100000000002,10437.050000000001
3.03,120727.65,37336.700000000004,18668.350000000002
3.04,9696.0,1987.13,1987.13
3.05,324782.5,72888.59,10412.655714285715
3.06,46531.2,8177.58,8177.58
3.07,198512.64,68124.47,22708.156666666666
3.08,290760.0,80380.75,40190.375
3.09,220954.8,40002.35,20001.175
3.1,37306.5,11110.259999999998,3703.4199999999996
3.11,416627.0,129737.0,43245.666666666664
3.12,69366.08,14929.17,4976.39
3.13,19374.0,3769.8500000000004,1884.9250000000002
3.14,67705.14,21353.629999999997,7117.876666666666
3.15,232440.0,62342.03999999999,31171.019999999997
3.16,58104.0,18964.37,6321.456666666666
3.17,79400.6,25934.89,6483.7225
3.18,25754.12,8015.1,2671.7000000000003
3.19,30495.15,8751.96,4375.98
3.21,100661.6,31238.4,10412.800000000001
3.22,176526.72,30943.02,15471.51
3.23,277246.05,94034.65,23508.6625
3.24,123852.8,38369.26,5481.322857142857
3.25,77400.0,21147.09,21147.09
3.26,128664.2,24927.67,4154.611666666667
3.27,42561.2,12024.92,2004.1533333333334
3.29,43519.5,11436.43,5718.215
3.3,145050.0,34631.76,34631.76
3.31,16050.54,6271.45,3135.725
3.32,36255.0,11192.380000000001,5596.1900000000005
3.33,20784.05,6702.129999999999,3351.0649999999996
3.34,335313.54000000004,121024.18,24204.836
3.35,1546.4,530.17,530.17
3.36,13529.6,3878.42,1292.8066666666666
3.37,67157.85,13849.32,4616.44
3.38,521748.0,144206.2,72103.1
3.39,1545.76,618.23,618.23
3.4,156975.0,28753.35,14376.675
3.41,405678.0,104133.99,34711.33
3.42,78712.7,15370.26,7685.13
3.43,347652.0,117362.26,58681.13
3.44,207604.0,74745.81,24915.27
3.45,311856.5,74958.7,18739.675
3.46,57924.0,18528.5,9264.25
3.48,135031.48,47058.71,11764.6775
3.49,64179.15,14329.06,4776.3533333333335
3.5,233144.0,90714.68,45357.34
3.51,154384.0,47320.840000000004,23660.420000000002
3.52,67536.0,18406.940000000002,9203.470000000001
3.54,496479.62,145870.97999999998,29174.195999999996
3.55,88155.3,25234.48,6308.62
3.56,96440.0,26627.2,13313.6
3.57,442806.56,86532.0,14422.0
3.58,8484.96,2636.85,878.9499999999999
3.59,431434.75,129622.76000000001,32405.690000000002
3.6,101220.0,27063.75,9021.25
3.62,309090.66000000003,97366.32,13909.474285714286
3.63,338258.7,108520.98999999999,21704.197999999997
3.64,125268.0,30890.22,15445.11
3.65,20811.6,7989.03,2663.0099999999998
3.67,337636.65,67835.31,22611.77
3.68,7224.0,2473.67,2473.67
3.7,82432.8,22690.41,5672.6025
3.71,140390.82,25167.04,8389.013333333334
3.72,409190.0,119266.59,39755.53
3.73,96270.0,26528.99,26528.99
3.74,91447.0,25309.63,8436.543333333333
3.75,173250.0,27666.300000000003,13833.150000000001
3.76,454252.8,85278.54000000001,12182.648571428572
3.77,64474.100000000006,15217.52,5072.506666666667
3.79,7408.17,2024.22,1012.11
3.8,295334.0,108875.18000000001,27218.795000000002
3.81,118506.08,32846.3,8211.575
3.82,66845.1,15139.75,3027.95
3.83,552015.8,159251.82,22750.260000000002
3.84,293288.0,76135.76,38067.88
3.85,111534.0,42551.1,14183.699999999999
3.86,14421.0,4345.8099999999995,1448.6033333333332
3.87,144195.0,28482.629999999997,9494.21
3.88,346032.0,81729.02,40864.51
3.89,19222.0,4319.610000000001,2159.8050000000003
3.9,204693.0,64758.93,12951.786
3.91,156626.7,49810.78,16603.593333333334
3.92,31226.0,11405.09,5702.545
3.93,46113.6,8216.27,8216.27
3.94,60037.5,9745.64,4872.82
3.95,485532.75,155232.43,38808.1075
3.97,115236.0,26837.32,26837.32
3.98,174372.32,40994.170000000006,20497.085000000003
3.99,3072.32,1171.72,1171.72
4.0,297600.0,78690.94,39345.47
4.01,145136.88,29977.46,9992.486666666666
4.03,14395.5,4177.6,2088.8
4.04,201899.84,52935.840000000004,8822.640000000001
4.06,270550.8,83715.41,20928.8525
4.07,214883.2,77717.70999999999,25905.903333333332
4.08,282004.8,65990.04,21996.679999999997
4.09,67137.0,21098.809999999998,10549.404999999999
4.1,86310.0,25519.26,8506.42
4.11,318834.25,76501.54000000001,25500.513333333336
4.13,142846.3,33275.67,11091.89
4.14,4313.7,702.02,702.02
4.15,14377.5,2407.97,2407.97
4.16,187846.4,43393.76,14464.586666666668
4.17,43123.5,14103.83,3525.9575
4.19,162877.0,53160.06999999999,13290.017499999998
4.2,8047.2,1781.35,890.675
4.21,37358.1,9987.51,4993.755
4.22,179395.94,44850.81,6407.2585714285715
4.24,1532.16,581.8,581.8
4.25,5745.0,2163.56,2163.56
4.26,30636.8,9444.4,3148.133333333333
4.27,177674.88,66790.59,22263.53
4.28,4786.0,1608.09,1608.09
4.29,308569.04,113494.73,37831.57666666667
4.3,7177.5,2192.79,2192.79
4.31,62964.020000000004,15579.83,5193.276666666667
4.32,57408.0,18712.23,18712.23
4.33,374643.72,125217.74,25043.548000000003
4.34,122444.8,22600.78,11300.39
4.35,9565.0,1435.61,1435.61
4.36,111898.8,34611.4,11537.133333333333
4.37,21038.6,8000.0599999999995,4000.0299999999997
4.38,108337.45999999999,19950.22,6650.073333333334
4.39,191220.0,36983.27,18491.635
4.4,22179.2,5026.98,1256.745
4.41,40147.8,11549.29,2887.3225
4.42,135341.28,36590.0,9147.5
4.43,43006.5,8733.63,4366.815
4.44,69758.8,20178.440000000002,10089.220000000001
4.45,25416.3,7016.58,2338.86
4.46,168150.4,41543.06,6923.843333333333
4.47,155904.96000000002,27830.160000000003,9276.720000000001
4.48,457540.8,142672.17,28534.434
4.49,279366.75,93579.5,23394.875
4.5,31037.5,8212.11,4106.055
4.51,114588.0,38114.7,38114.7
4.52,77147.84,18652.280000000002,9326.140000000001
4.53,292138.2,62606.72,31303.36
4.54,57276.0,21792.75,21792.75
4.55,287113.6,58776.409999999996,19592.136666666665
4.56,18133.6,6101.33,3050.665
4.57,3053.76,895.57,895.57
4.58,54866.5,12907.4,3226.85
4.59,45796.8,8169.77,8169.77
4.6,73458.0,23211.6,7737.2
4.61,252783.5,52098.27,17366.09
4.62,97573.74,27242.24,4540.373333333334
4.63,80110.8,21448.14,10724.07
4.64,19072.0,3013.13,3013.13
4.65,11823.4,3748.54,1874.27
4.66,248646.72,72516.36,24172.12
4.67,67493.64,16167.849999999999,5389.283333333333
4.68,249261.8,76860.1,25620.033333333336
4.69,383622.75,95191.07,19038.214
4.7,67091.2,18176.6,4544.15
4.71,288252.25,90786.71999999999,45393.35999999999
4.72,11433.6,2692.44,2692.44
4.73,1524.32,416.37,416.37
4.74,7144.5,1798.95,899.475
4.75,99060.0,29110.52,9703.506666666666
4.76,242862.0,72815.26999999999,14563.053999999998
4.77,82469.18,19589.66,6529.886666666666
4.78,383260.5,82485.17,16497.034
4.79,228504.0,43107.54,43107.54
4.81,188095.44,54082.399999999994,13520.599999999999
4.82,85662.0,27408.860000000004,9136.286666666669
4.83,58244.04,19428.579999999998,6476.193333333333
4.84,24931.92,7942.82,2647.6066666666666
4.85,142725.0,38630.41,38630.41
4.86,228336.0,66747.32,11124.553333333335
4.87,231356.16,41129.48,13709.826666666668
4.88,19024.0,4959.99,4959.99
4.89,38044.0,13132.76,6566.38
4.9,186396.0,54832.94,9138.823333333334
4.91,7131.75,2445.37,2445.37
4.92,18540.6,5261.99,1753.9966666666667
4.93,60369.45,17570.61,5856.87
4.94,195823.6,62848.99,15712.2475
4.95,185347.5,45541.6,22770.8
4.96,69854.4,20394.26,5098.565
4.97,78304.72,27540.890000000003,13770.445000000002
4.99,2375.25,424.18,424.18
5.0,9500.0,3789.82,3789.82
5.01,103729.08,32332.32,10777.44
5.02,2279.52,773.64,773.64
5.03,344931.04,72558.35,24186.11666666667
5.04,34185.6,8731.67,8731.67
5.05,151920.0,32422.75,16211.375
5.06,78990.08,29325.96,5865.192
5.07,93411.12,16030.51,5343.503333333333
5.08,11865.0,2242.87,1121.435
5.09,274289.9,73803.56,14760.712
5.1,296562.5,81907.44,27302.48
5.11,200028.12,58405.65,14601.4125
5.12,345837.6,95319.81999999999,23829.954999999998
5.13,102933.95,36930.94,12310.313333333334
5.14,113832.0,20941.730000000003,10470.865000000002
5.15,45528.0,17440.59,17440.59
5.16,23235.8,4982.59,2491.295
5.17,182073.6,58774.0,29387.0
5.18,243213.3,78115.09,15623.018
5.19,56886.0,14945.64,14945.64
5.2,45504.0,16568.97,16568.97
5.21,29953.64,8061.69,4030.845
5.22,102362.4,21060.66,10530.33
5.23,11846.25,4168.01,2084.005
5.24,13740.2,4366.63,2183.315
5.25,200396.25,62581.729999999996,20860.576666666664
5.26,591651.3,203630.91999999998,50907.729999999996
5.27,284190.0,94131.75,94131.75
5.28,223539.2,64810.119999999995,21603.373333333333
5.29,440401.5,91761.20999999999,22940.302499999998
5.3,278891.5,74709.61,18677.4025
5.31,198849.0,52118.869999999995,13029.717499999999
5.32,59175.0,18649.87,6216.623333333333
5.33,42601.5,14001.74,4667.246666666667
5.34,78567.8,21474.35,7158.116666666666
5.35,87551.25,20645.45,6881.816666666667
5.36,151424.0,38474.67,12824.89
5.37,200615.6,63972.89,15993.2225
5.39,140022.8,42539.280000000006,14179.760000000002
5.4,165550.0,50272.43,16757.476666666666
5.41,4729.5,996.92,996.92
5.42,36886.2,9911.14,4955.57
5.43,387264.15,91631.81999999999,15271.97
5.44,125292.0,24415.45,6103.8625
5.45,399946.5,88560.14,22140.035
5.46,56724.0,19928.77,19928.77
5.47,309585.75,110264.92,22052.984
5.48,70417.4,13017.1,4339.033333333334
5.49,94510.0,29957.71,14978.855
5.5,2173.5,546.03,273.015
5.51,11811.25,2987.71,2987.71
5.52,456905.27999999997,117020.56,19503.426666666666
5.53,46101.36,7090.34,3545.17
5.54,114107.68,22982.13,11491.065
5.55,169537.75,31517.96,6303.592
5.56,250266.0,56708.89,14177.2225
5.57,169974.0,62990.4,62990.4
5.58,144368.18,46751.53,7791.921666666666
5.59,56646.0,12785.25,12785.25
5.6,56640.0,14833.45,14833.45
5.61,60881.55,13633.5,6816.75
5.62,249446.34,59422.41,9903.735
5.63,324160.95,93508.6,18701.72
5.64,292516.0,93515.4,31171.8
5.65,165112.5,35289.41,8822.3525
5.66,16981.2,5873.11,1468.2775
5.67,414863.34,91356.09,15226.015
5.69,16504.25,4385.33,2192.665
5.7,23575.0,9089.46,9089.46
5.71,9429.0,2356.91,2356.91
5.72,28095.440000000002,7024.31,1404.862
5.73,20362.32,6932.47,2310.8233333333333
5.74,137996.64,32144.98,10714.993333333334
5.75,3770.0,1489.78,1489.78
5.77,257436.36,55035.32,13758.83
5.78,47581.1,14653.67,2930.734
5.79,21950.93,6452.74,2150.9133333333334
5.8,141300.0,26761.25,26761.25
5.81,285584.08,104608.05,34869.35
5.82,40026.5,12783.42,6391.71
5.83,226008.0,55821.600000000006,27910.800000000003
5.84,301312.0,68622.23,34311.115
5.85,271152.0,88794.44,44397.22
5.86,197694.0,64947.89,32473.945
5.88,56472.0,13366.14,13366.14
5.89,11293.2,2832.76,944.2533333333334
5.9,150936.4,40234.380000000005,8046.876000000001
5.91,560776.4,146878.03,24479.671666666665
5.92,320342.4,67562.85,22520.95
5.93,4703.5,1789.65,1789.65
5.94,11287.2,3787.24,3787.24
5.95,45332.1,8342.199999999999,2780.733333333333
5.96,75232.0,21653.78,21653.78
5.97,13164.2,4038.8599999999997,2019.4299999999998
5.98,117525.0,40361.649999999994,20180.824999999997
5.99,169218.0,46528.33,23264.165
6.0,96068.0,24709.72,6177.43
6.01,156399.36,39673.18,9918.295
6.02,11747.5,1980.22,1980.22
6.03,229756.65,72856.65,36428.325
6.04,9396.0,2206.12,2206.12
6.05,7046.25,1436.62,1436.62
6.06,321744.5,119471.36,29867.84
6.07,112716.0,31046.95,31046.95
6.08,42733.6,9035.52,3011.84
6.09,52120.05,14426.93,4808.9766666666665
6.1,104980.2,20929.64,3488.273333333333
6.11,62530.74,12825.630000000001,4275.21
6.12,5632.8,1531.72,1531.72
6.13,403641.0,117787.51,29446.8775
6.14,309738.0,113680.16,28420.04
6.15,65695.0,13218.62,6609.31
6.16,21114.0,6881.24,3440.62
6.17,9383.0,2800.72,2800.72
6.18,163246.8,40337.310000000005,13445.770000000002
6.19,459669.0,136828.16,27365.632
6.2,107776.2,36964.55,9241.1375
6.21,7034.25,2043.5700000000002,1021.7850000000001
6.22,115724.52,26887.42,5377.4839999999995
6.23,49698.1,15218.71,7609.355
6.24,428952.0,94445.44,13492.205714285714
6.25,80250.0,12590.800000000001,4196.933333333333
6.26,749.92,241.01,241.01
6.27,56238.0,8580.4,8580.4
6.28,206184.0,71325.16,23775.053333333333
6.29,187420.0,51000.93,12750.2325
6.3,27173.0,7364.81,2454.936666666667
6.31,201901.95,69791.34,17447.835
6.32,24825.2,6754.02,2251.34
6.33,86551.08,18114.75,6038.25
6.34,280980.0,68120.11,68120.11
6.35,84285.0,28277.21,28277.21
6.36,159188.0,39103.42,13034.473333333333
6.37,91289.25,22032.32,11016.16
6.38,116556.9,25046.539999999997,12523.269999999999
6.39,96605.52,19439.06,9719.53
6.4,79560.0,25784.84,8594.946666666667
6.41,282173.85,77258.01000000001,25752.670000000002
6.42,253414.64,58724.869999999995,14681.217499999999
6.43,23392.5,6004.67,2001.5566666666666
6.44,3742.4,656.46,656.46
6.45,199261.5,58674.92,11734.984
6.46,7015.5,1943.77,1943.77
6.47,36944.35,7763.799999999999,1940.9499999999998
6.48,219304.4,60928.17,15232.0425
6.49,224424.0,54977.97,27488.985
6.5,7012.5,1609.8,804.9
6.51,114992.7,38860.22,19430.11
6.53,94872.05,30664.760000000002,10221.586666666668
6.54,114395.04,36761.2,18380.6
6.55,112140.0,18958.41,18958.41
6.56,21024.0,5654.98,2827.49
6.57,22423.2,5233.4,2616.7
6.58,474106.5,98948.12000000001,14135.445714285715
6.59,339545.35,94379.47,18875.894
6.6,30355.0,9087.79,4543.895
6.62,257168.52,43873.13,10968.2825
6.63,34080.05,6819.97,2273.3233333333333
6.64,56016.0,12819.630000000001,3204.9075000000003
6.65,114820.5,29696.82,9898.94
6.66,133942.9,29212.26,4868.71
6.67,174433.77,62642.97,15660.7425
6.68,74656.0,23098.02,23098.02
6.69,72781.8,23286.83,5821.7075
6.7,167940.0,40616.91,20308.455
6.71,223896.0,57825.76,19275.253333333334
6.72,191690.4,67646.97,11274.495
6.73,58946.64,10870.679999999998,5435.339999999999
6.74,334803.4,97840.81000000001,16306.801666666668
6.75,187898.75,60471.04,20157.013333333332
6.76,11655.0,4464.86,4464.86
6.77,87636.2,25410.27,8470.09
6.78,10254.2,2675.89,1337.945
6.79,149136.0,45500.45,22750.225
6.8,4660.0,1682.85,1682.85
6.81,146308.3,35294.59,7058.918
6.82,4659.0,1290.44,1290.44
6.83,59628.8,16110.519999999999,8055.259999999999
6.84,55896.0,14758.49,14758.49
6.85,135533.25,49770.4,16590.133333333335
6.86,25613.5,6153.11,3076.555
6.87,188495.12,59064.1,19688.033333333333
6.88,44697.6,12125.57,12125.57
6.89,156424.8,43131.29,14377.096666666666
6.9,301644.0,106350.67,53175.335
6.91,106494.95999999999,28126.14,4687.69
6.92,223392.0,64362.57,64362.57
6.93,6980.25,1688.22,1688.22
6.95,148880.0,45211.83,22605.915
6.96,6326.719999999999,2071.73,1035.865
6.97,13954.5,5202.71,5202.71
6.98,279060.0,66448.6,66448.6
6.99,167418.0,43673.63,21836.815
7.0,447144.0,98924.58,24731.145
7.01,133440.65,29476.36,5895.272
7.02,106927.0,30473.690000000002,10157.896666666667
7.04,241696.0,63235.93,31617.965
7.05,97597.5,25027.41,8342.47
7.06,425200.5,144972.82,48324.27333333334
7.07,116162.5,30774.739999999998,10258.246666666666
7.08,58539.6,18542.25,6180.75
7.09,83619.0,12547.56,12547.56
7.1,362310.0,111088.28,55544.14
7.12,56192.4,14295.320000000002,4765.1066666666675
7.13,9287.0,1433.57,1433.57
7.14,373297.2,94577.29999999999,15762.883333333331
7.15,85422.0,26152.55,6538.1375
7.16,13090.44,3080.73,1540.365
7.17,12067.9,4160.349999999999,2080.1749999999997
7.18,179606.7,59616.19,14904.0475
7.19,1392.15,486.87,486.87
7.2,278400.0,94394.23999999999,31464.746666666662
7.21,20784.96,6516.82,2172.273333333333
7.22,101130.2,31668.620000000003,7917.155000000001
7.23,398818.23,134822.80000000002,26964.560000000005
7.24,222624.0,75638.09,75638.09
7.25,19570.25,7048.049999999999,2349.35
